Chain,Tier,Location,ItemActual,ItemTo,ChainID,SubPaste,Amount,Verified,LocationIndex
Flax Thread>Roa Flower Seed Pouch>Monster Tentacle [Duch>Tinberra],[Level 5],Halmad,Octagonal Box,Crow Coins,31,A,,V,60
Lead Ore>Rakeflower Seed Pouch>Pirate Gold Coin [Eveto>Lerao],[Basic Item],Eveto,Lead Ore,Rakeflower Seed Pouch,31,B,900,V,10
Lead Ore>Rakeflower Seed Pouch>Pirate Gold Coin [Eveto>Lerao],[Level 1],Lerao,Rakeflower Seed Pouch,Pirate Gold Coin,31,B,,V,56
Lead Ore>Rakeflower Seed Pouch>Pirate Gold Coin [Eveto>Lerao],[Level 2],Kanvera,Pirate Gold Coin,Blue Candle Bundle,31,B,,V,20
Lead Ore>Rakeflower Seed Pouch>Pirate Gold Coin [Eveto>Lerao],[Level 3],Tigris,Blue Candle Bundle,Marine Knights' Helm,31,B,,V,47
Lead Ore>Rakeflower Seed Pouch>Pirate Gold Coin [Eveto>Lerao],[Level 4],Pujara,Marine Knights' Helm,37 Year Old Herbal Wine,31,B,,V,29
Lead Ore>Rakeflower Seed Pouch>Pirate Gold Coin [Eveto>Lerao],[Level 5],Kashuma,37 Year Old Herbal Wine,Crow Coins,31,B,,V,61
Grilled Bird Meat>Fertile Soil>Urchin Spine [Luivano>Portanen],[Basic Item],Luivano,Grilled Bird Meat,Fertile Soil,31,C,600,V,11
Grilled Bird Meat>Fertile Soil>Urchin Spine [Luivano>Portanen],[Level 1],Portanen,Fertile Soil,Urchin Spine,31,C,,V,57
Grilled Bird Meat>Fertile Soil>Urchin Spine [Luivano>Portanen],[Level 2],Arakil,Urchin Spine,Old Hourglass,31,C,,V,21
Grilled Bird Meat>Fertile Soil>Urchin Spine [Luivano>Portanen],[Level 3],Shirna,Old Hourglass,Stolen Pirate Dagger,31,C,,V,49
Grilled Bird Meat>Fertile Soil>Urchin Spine [Luivano>Portanen],[Level 4],Pilava,Stolen Pirate Dagger,Azure Quartz,31,C,,V,25
Grilled Bird Meat>Fertile Soil>Urchin Spine [Luivano>Portanen],[Level 5],Derko,Azure Quartz,Crow Coins,31,C,,V,64
Wolf Hide>Pirates' Gunpowder>Islanders' Lunchbox [Mariveno>Boa],[Basic Item],Mariveno,Wolf Hide,Pirates' Gunpowder,31,D,600,V,12
Wolf Hide>Pirates' Gunpowder>Islanders' Lunchbox [Mariveno>Boa],[Level 1],Boa,Pirates' Gunpowder,Islanders' Lunchbox,31,D,,V,63
Wolf Hide>Pirates' Gunpowder>Islanders' Lunchbox [Mariveno>Boa],[Level 2],Taramura,Islanders' Lunchbox,Torn Pirate Treasure Map,31,D,,V,23
Wolf Hide>Pirates' Gunpowder>Islanders' Lunchbox [Mariveno>Boa],[Level 3],Riyed,Torn Pirate Treasure Map,Opulent Thread Spool,31,D,,V,43
Wolf Hide>Pirates' Gunpowder>Islanders' Lunchbox [Mariveno>Boa],[Level 4],Rameda,Opulent Thread Spool,Elixir of Youth,31,D,,V,42
Wolf Hide>Pirates' Gunpowder>Islanders' Lunchbox [Mariveno>Boa],[Level 5],Hakoven,Elixir of Youth,Crow Coins,31,D,,V,51
Powder of Flame>Dried Blue Rose>Cron Castle Gold Coin [Ephde Rune>Esfah],[Basic Item],Ephde Rune,Powder of Flame,Dried Blue Rose,31,E,300,V,13
Powder of Flame>Dried Blue Rose>Cron Castle Gold Coin [Ephde Rune>Esfah],[Level 1],Esfah,Dried Blue Rose,Cron Castle Gold Coin,31,E,,V,45
Powder of Flame>Dried Blue Rose>Cron Castle Gold Coin [Ephde Rune>Esfah],[Level 2],Ostra,Cron Castle Gold Coin,Pirates' Supply Box,31,E,,V,24
Powder of Flame>Dried Blue Rose>Cron Castle Gold Coin [Ephde Rune>Esfah],[Level 3],Teyamal,Pirates' Supply Box,Solidified Lava,31,E,,V,50
Powder of Flame>Dried Blue Rose>Cron Castle Gold Coin [Ephde Rune>Esfah],[Level 4],Theonil,Solidified Lava,Faded Gold Dragon Figurine,31,E,,V,44
Powder of Flame>Dried Blue Rose>Cron Castle Gold Coin [Ephde Rune>Esfah],[Level 5],Cargo,Faded Gold Dragon Figurine,Crow Coins,31,E,,V,65
Acacia Sap>Giant Fish Bone>Pirate Ship Mast [Paratama>Sokota],[Basic Item],Paratama,Acacia Sap,Giant Fish Bone,31,F,600,V,19
Acacia Sap>Giant Fish Bone>Pirate Ship Mast [Paratama>Sokota],[Level 1],Sokota,Giant Fish Bone,Pirate Ship Mast,31,F,,V,41
Acacia Sap>Giant Fish Bone>Pirate Ship Mast [Paratama>Sokota],[Level 2],Modric,Pirate Ship Mast,Skull Decorated Teacup,31,F,,V,46
Acacia Sap>Giant Fish Bone>Pirate Ship Mast [Paratama>Sokota],[Level 3],Daton,Skull Decorated Teacup,Green Salt Lump,31,F,,V,35
Acacia Sap>Giant Fish Bone>Pirate Ship Mast [Paratama>Sokota],[Level 4],Oben,Green Salt Lump,Taxidermied White Caterpillar,31,F,,V,36
Acacia Sap>Giant Fish Bone>Pirate Ship Mast [Paratama>Sokota],[Level 5],Incomplete,Taxidermied White Caterpillar,Crow Coins,31,F,,V,66
Wild Grass>Naval Ration>Conch Shell Ornament [Beiruwa>Teste],[Basic Item],Beiruwa,Wild Grass,Naval Ration,31,G,500,V,22
Wild Grass>Naval Ration>Conch Shell Ornament [Beiruwa>Teste],[Level 1],Teste,Naval Ration,Conch Shell Ornament,31,G,,V,1
Wild Grass>Naval Ration>Conch Shell Ornament [Beiruwa>Teste],[Level 2],Ginburrey,Conch Shell Ornament,Round Knife,31,G,,V,40
Wild Grass>Naval Ration>Conch Shell Ornament [Beiruwa>Teste],[Level 3],Almai,Round Knife,Boatman's Manual,31,G,,V,53
Wild Grass>Naval Ration>Conch Shell Ornament [Beiruwa>Teste],[Level 4],Padix,Boatman's Manual,Golden Fish Scale,31,G,,V,54
Wild Grass>Naval Ration>Conch Shell Ornament [Beiruwa>Teste],[Level 5],Lantinia,Golden Fish Scale,Crow Coins,31,G,,V,67
Rough Green Crystal>Chewy Raw Gizzard>Supreme Oyster Box [Baeza>Kuit],[Basic Item],Baeza,Rough Green Crystal,Chewy Raw Gizzard,31,H,100,V,48
Rough Green Crystal>Chewy Raw Gizzard>Supreme Oyster Box [Baeza>Kuit],[Level 1],Kuit,Chewy Raw Gizzard,Supreme Oyster Box,31,H,,V,52
Rough Green Crystal>Chewy Raw Gizzard>Supreme Oyster Box [Baeza>Kuit],[Level 2],Dunde,Supreme Oyster Box,Gooey Monster Blood,31,H,,V,37
Rough Green Crystal>Chewy Raw Gizzard>Supreme Oyster Box [Baeza>Kuit],[Level 3],Lisz,Gooey Monster Blood,Old Chest with Gold Coins,31,H,,V,30
Rough Green Crystal>Chewy Raw Gizzard>Supreme Oyster Box [Baeza>Kuit],[Level 4],Ancient,Old Chest with Gold Coins,Cox Pirates' Journal,31,H,,V,5
Rough Green Crystal>Chewy Raw Gizzard>Supreme Oyster Box [Baeza>Kuit],[Level 5],Pakio,102 Year Old Golden Herb,Crow Coins,31,H,,V,68
Rough Stone>Ancient Urn Piece>Big Stone Slab [Serca>Arita],[Basic Item],Serca,Rough Stone,Ancient Urn Piece,31,I,200,V,34
Rough Stone>Ancient Urn Piece>Big Stone Slab [Serca>Arita],[Level 1],Arita,Ancient Urn Piece,Big Stone Slab,31,I,,V,3
Rough Stone>Ancient Urn Piece>Big Stone Slab [Serca>Arita],[Level 2],Albresser,Big Stone Slab,Weasel Leather Coat,31,I,,V,38
Rough Stone>Ancient Urn Piece>Big Stone Slab [Serca>Arita],[Level 3],Tulu,Weasel Leather Coat,Seashell Deco,31,I,,V,14
Rough Stone>Ancient Urn Piece>Big Stone Slab [Serca>Arita],[Level 4],Balvege,Seashell Deco,Portrait of the Ancient,31,I,,V,7
Rough Stone>Ancient Urn Piece>Big Stone Slab [Serca>Arita],[Level 5],Crow,Portrait of the Ancient,Crow Coins,31,I,,V,69
Essence of Liquor>Unidentified Ancient Mural>Narvo Sea Cucumber [Randis>Tashu],[Basic Item],Randis,Essence of Liquor,Unidentified Ancient Mural,31,J,1400,V,33
Essence of Liquor>Unidentified Ancient Mural>Narvo Sea Cucumber [Randis>Tashu],[Level 1],Tashu,Unidentified Ancient Mural,Narvo Sea Cucumber,31,J,,V,16
Essence of Liquor>Unidentified Ancient Mural>Narvo Sea Cucumber [Randis>Tashu],[Level 2],Louruve,Narvo Sea Cucumber,Skull Symbol Carpet,31,J,,V,31
Essence of Liquor>Unidentified Ancient Mural>Narvo Sea Cucumber [Randis>Tashu],[Level 3],Al-Naha,Skull Symbol Carpet,Panacea,31,J,,V,27
Essence of Liquor>Unidentified Ancient Mural>Narvo Sea Cucumber [Randis>Tashu],[Level 4],Orffs,Panacea,Elixir of Youth,31,J,,V,15
Essence of Liquor>Unidentified Ancient Mural>Narvo Sea Cucumber [Randis>Tashu],[Level 5],Rickun,Elixir of Youth,Crow Coins,31,J,,V,70
Rough Blue Crystal>Cherry Tree Seed Pouch>Balanced Stone Pagoda [Barater>Lema],[Basic Item],Barater,Rough Blue Crystal,Cherry Tree Seed Pouch,31,K,100,V,39
Rough Blue Crystal>Cherry Tree Seed Pouch>Balanced Stone Pagoda [Barater>Lema],[Level 1],Lema,Cherry Tree Seed Pouch,Balanced Stone Pagoda,31,K,,V,2
Rough Blue Crystal>Cherry Tree Seed Pouch>Balanced Stone Pagoda [Barater>Lema],[Level 2],Angie,Balanced Stone Pagoda,Rare Herb Pile,31,K,,V,8
Rough Blue Crystal>Cherry Tree Seed Pouch>Balanced Stone Pagoda [Barater>Lema],[Level 3],Shasha,Rare Herb Pile,Headless Dragon Figurine,31,K,,V,58
Rough Blue Crystal>Cherry Tree Seed Pouch>Balanced Stone Pagoda [Barater>Lema],[Level 4],Baremi,Headless Dragon Figurine,Luxury Patterned Fabric,31,K,,V,17
Rough Blue Crystal>Cherry Tree Seed Pouch>Balanced Stone Pagoda [Barater>Lema],[Level 5],Cox Pirates,Luxury Patterned Fabric,Crow Coins,31,K,,V,71
Vinegar>Golden Sand>Sea Survival Kit [Staren>Racid],[Basic Item],Staren,Vinegar,Golden Sand,31,L,1400,V,32
Vinegar>Golden Sand>Sea Survival Kit [Staren>Racid],[Level 1],Racid,Golden Sand,Sea Survival Kit,31,L,,V,26
Vinegar>Golden Sand>Sea Survival Kit [Staren>Racid],[Level 2],Marlene,Sea Survival Kit,Lopters Fishnet,31,L,,V,6
Vinegar>Golden Sand>Sea Survival Kit [Staren>Racid],[Level 3],Rosevan,Lopters Fishnet,Bronze Candlestick,31,L,,V,59
Vinegar>Golden Sand>Sea Survival Kit [Staren>Racid],[Level 4],Ajir,Bronze Candlestick,Mysterious Rock,31,L,,V,28
Vinegar>Golden Sand>Sea Survival Kit [Staren>Racid],[Level 5],Naval,Mysterious Rock,Crow Coins,31,L,,V,72
Old Tree Bark>Ancient Urn Piece>Pirate Ship Mast [Ephde Rune>Racid],[Basic Item],Ephde Rune,Old Tree Bark,Ancient Urn Piece,32,A,200,V,15
Old Tree Bark>Ancient Urn Piece>Pirate Ship Mast [Ephde Rune>Racid],[Level 1],Racid,Ancient Urn Piece,Pirate Ship Mast,32,A,,V,28
Old Tree Bark>Ancient Urn Piece>Pirate Ship Mast [Ephde Rune>Racid],[Level 2],Ginburrey,Pirate Ship Mast,Ancient Orders,32,A,,V,42
Old Tree Bark>Ancient Urn Piece>Pirate Ship Mast [Ephde Rune>Racid],[Level 3],Tigris,Ancient Orders,Green Salt Lump,32,A,,V,47
Old Tree Bark>Ancient Urn Piece>Pirate Ship Mast [Ephde Rune>Racid],[Level 4],Balvege,Green Salt Lump,Azure Quartz,32,A,,V,8
Old Tree Bark>Ancient Urn Piece>Pirate Ship Mast [Ephde Rune>Racid],[Level 5],Halmad,Azure Quartz,Crow Coins,32,A,,V,60
Pistachio>Unidentified Ancient Mural>Opulent Marble [Paratama>Tinberra],[Basic Item],Paratama,Pistachio,Unidentified Ancient Mural,32,B,1100,V,21
Pistachio>Unidentified Ancient Mural>Opulent Marble [Paratama>Tinberra],[Level 1],Tinberra,Unidentified Ancient Mural,Opulent Marble,32,B,,V,54
Pistachio>Unidentified Ancient Mural>Opulent Marble [Paratama>Tinberra],[Level 2],Dunde,Opulent Marble,Blue Candle Bundle,32,B,,V,39
Pistachio>Unidentified Ancient Mural>Opulent Marble [Paratama>Tinberra],[Level 3],Shirna,Blue Candle Bundle,Boatman's Manual,32,B,,V,49
Pistachio>Unidentified Ancient Mural>Opulent Marble [Paratama>Tinberra],[Level 4],Orffs,Boatman's Manual,Taxidermied Morpho Butterfly,32,B,,V,17
Pistachio>Unidentified Ancient Mural>Opulent Marble [Paratama>Tinberra],[Level 5],Kashuma,Taxidermied Morpho Butterfly,Crow Coins,32,B,,V,61
Rough Green Crystal>Cherry Tree Seed Pouch>Filtered Drinking Water [Beiruwa>Lerao],[Basic Item],Beiruwa,Rough Green Crystal,Cherry Tree Seed Pouch,32,C,100,V,24
Rough Green Crystal>Cherry Tree Seed Pouch>Filtered Drinking Water [Beiruwa>Lerao],[Level 1],Lerao,Cherry Tree Seed Pouch,Filtered Drinking Water,32,C,,V,55
Rough Green Crystal>Cherry Tree Seed Pouch>Filtered Drinking Water [Beiruwa>Lerao],[Level 2],Albresser,Filtered Drinking Water,Old Hourglass,32,C,,V,40
Rough Green Crystal>Cherry Tree Seed Pouch>Filtered Drinking Water [Beiruwa>Lerao],[Level 3],Riyed,Old Hourglass,Old Chest with Gold Coins,32,C,,V,43
Rough Green Crystal>Cherry Tree Seed Pouch>Filtered Drinking Water [Beiruwa>Lerao],[Level 4],Baremi,Old Chest with Gold Coins,Statue's Tear,32,C,,V,19
Rough Green Crystal>Cherry Tree Seed Pouch>Filtered Drinking Water [Beiruwa>Lerao],[Level 5],Derko,Statue's Tear,Crow Coins,32,C,,V,64
Powder of Flame>Rakeflower Seed Pouch>Conch Shell Ornament [Baeza>Portanen],[Basic Item],baeza,Powder of Flame,Rakeflower Seed Pouch,32,D,300,V,48
Powder of Flame>Rakeflower Seed Pouch>Conch Shell Ornament [Baeza>Portanen],[Level 1],Portanen,Rakeflower Seed Pouch,Conch Shell Ornament,32,D,,V,56
Powder of Flame>Rakeflower Seed Pouch>Conch Shell Ornament [Baeza>Portanen],[Level 2],Louruve,Conch Shell Ornament,Torn Pirate Treasure Map,32,D,,V,34
Powder of Flame>Rakeflower Seed Pouch>Conch Shell Ornament [Baeza>Portanen],[Level 3],Teyamal,Torn Pirate Treasure Map,Headless Dragon Figurine,32,D,,V,50
Powder of Flame>Rakeflower Seed Pouch>Conch Shell Ornament [Baeza>Portanen],[Level 4],Ajir,Headless Dragon Figurine,Supreme Gold Candlestick,32,D,,V,30
Powder of Flame>Rakeflower Seed Pouch>Conch Shell Ornament [Baeza>Portanen],[Level 5],Hakoven,Supreme Gold Candlestick,Crow Coins,32,D,,V,51
Acacia Sap>Fertile Soil>Supreme Oyster Box [Serca>Boa],[Basic Item],Serca,Acacia Sap,Fertile Soil,32,E,600,V,37
Acacia Sap>Fertile Soil>Supreme Oyster Box [Serca>Boa],[Level 1],Boa,Fertile Soil,Supreme Oyster Box,32,E,,V,63
Acacia Sap>Fertile Soil>Supreme Oyster Box [Serca>Boa],[Level 2],Angie,Supreme Oyster Box,Pirates' Supply Box,32,E,,V,10
Acacia Sap>Fertile Soil>Supreme Oyster Box [Serca>Boa],[Level 3],Daton,Pirates' Supply Box,Bronze Candlestick,32,E,,V,38
Acacia Sap>Fertile Soil>Supreme Oyster Box [Serca>Boa],[Level 4],Iliya,Bronze Candlestick,Faded Gold Dragon Figurine,32,E,,V,4
Acacia Sap>Fertile Soil>Supreme Oyster Box [Serca>Boa],[Level 5],Cargo,Faded Gold Dragon Figurine,Crow Coins,32,E,,V,65
Wild Grass>Pirates' Gunpowder>Big Stone Slab [Randis>Esfah],[Basic Item],Randis,Wild Grass,Pirates' Gunpowder,32,F,500,V,36
Wild Grass>Pirates' Gunpowder>Big Stone Slab [Randis>Esfah],[Level 1],Esfah,Pirates' Gunpowder,Big Stone Slab,32,F,,V,45
Wild Grass>Pirates' Gunpowder>Big Stone Slab [Randis>Esfah],[Level 2],Marlene,Big Stone Slab,Scout Binoculars,32,F,,V,6
Wild Grass>Pirates' Gunpowder>Big Stone Slab [Randis>Esfah],[Level 3],Almai,Scout Binoculars,Pirate's Key,32,F,,V,53
Wild Grass>Pirates' Gunpowder>Big Stone Slab [Randis>Esfah],[Level 4],Pujara,Pirate's Key,Taxidermied White Caterpillar,32,F,,V,31
Wild Grass>Pirates' Gunpowder>Big Stone Slab [Randis>Esfah],[Level 5],Incomplete,Taxidermied White Caterpillar,Crow Coins,32,F,,V,66
Powder of Earth>Dried Blue Rose>Narvo Sea Cucumber [Barater>Sokota],[Basic Item],Barater,Powder of Earth,Dried Blue Rose,32,G,200,V,41
Powder of Earth>Dried Blue Rose>Narvo Sea Cucumber [Barater>Sokota],[Level 1],Sokota,Dried Blue Rose,Narvo Sea Cucumber,32,G,,V,59
Powder of Earth>Dried Blue Rose>Narvo Sea Cucumber [Barater>Sokota],[Level 2],Weita,Narvo Sea Cucumber,Stalactite Fragment,32,G,,V,20
Powder of Earth>Dried Blue Rose>Narvo Sea Cucumber [Barater>Sokota],[Level 3],Lisz,Stalactite Fragment,Marine Knights' Helm,32,G,,V,32
Powder of Earth>Dried Blue Rose>Narvo Sea Cucumber [Barater>Sokota],[Level 4],Pilava,Marine Knights' Helm,Golden Fish Scale,32,G,,V,27
Powder of Earth>Dried Blue Rose>Narvo Sea Cucumber [Barater>Sokota],[Level 5],Lantinia,Golden Fish Scale,Crow Coins,32,G,,V,67
Cloud Mushroom>Giant Fish Bone>Monster Tentacle [Staren>Teste],[Basic Item],Staren,Cloud Mushroom,Giant Fish Bone,32,H,1100,V,35
Cloud Mushroom>Giant Fish Bone>Monster Tentacle [Staren>Teste],[Level 1],Teste,Giant Fish Bone,Monster Tentacle,32,H,,V,1
Cloud Mushroom>Giant Fish Bone>Monster Tentacle [Staren>Teste],[Level 2],Kanvera,Monster Tentacle,Skull Decorated Teacup,32,H,,V,22
Cloud Mushroom>Giant Fish Bone>Monster Tentacle [Staren>Teste],[Level 3],Tulu,Skull Decorated Teacup,Stolen Pirate Dagger,32,H,,V,16
Cloud Mushroom>Giant Fish Bone>Monster Tentacle [Staren>Teste],[Level 4],Ancient,Stolen Pirate Dagger,Rust Repair Tool,32,H,,V,5
Cloud Mushroom>Giant Fish Bone>Monster Tentacle [Staren>Teste],[Level 5],Pakio,Elixir of Youth,Crow Coins,32,H,,V,68
Red Tree Lump>Naval Ration>Pirate Gold Coin [Duch>Kuit],[Basic Item],Duch,Red Tree Lump,Naval Ration,32,I,100,V,11
Red Tree Lump>Naval Ration>Pirate Gold Coin [Duch>Kuit],[Level 1],Kuit,Naval Ration,Pirate Gold Coin,32,I,,V,52
Red Tree Lump>Naval Ration>Pirate Gold Coin [Duch>Kuit],[Level 2],Arakil,Pirate Gold Coin,Round Knife,32,I,,V,23
Red Tree Lump>Naval Ration>Pirate Gold Coin [Duch>Kuit],[Level 3],Al-Naha,Round Knife,Opulent Thread Spool,32,I,,V,29
Red Tree Lump>Naval Ration>Pirate Gold Coin [Duch>Kuit],[Level 4],Theonil,Opulent Thread Spool,Luxury Patterned Fabric,32,I,,V,44
Red Tree Lump>Naval Ration>Pirate Gold Coin [Duch>Kuit],[Level 5],Crow,Luxury Patterned Fabric,Crow Coins,32,I,,V,69
Spirit's Leaf>Stained Seagull Figurine>Urchin Spine [Eveto>Arita],[Basic Item],Eveto,Spirit's Leaf,Stained Seagull Figurine,32,J,200,V,12
Spirit's Leaf>Stained Seagull Figurine>Urchin Spine [Eveto>Arita],[Level 1],Arita,Stained Seagull Figurine,Urchin Spine,32,J,,V,3
Spirit's Leaf>Stained Seagull Figurine>Urchin Spine [Eveto>Arita],[Level 2],Taramura,Urchin Spine,Gooey Monster Blood,32,J,,V,25
Spirit's Leaf>Stained Seagull Figurine>Urchin Spine [Eveto>Arita],[Level 3],Shasha,Gooey Monster Blood,Amethyst Fragment,32,J,,V,57
Spirit's Leaf>Stained Seagull Figurine>Urchin Spine [Eveto>Arita],[Level 4],Cholace,Amethyst Fragment,Otters Fish Hook,32,J,,V,7
Spirit's Leaf>Stained Seagull Figurine>Urchin Spine [Eveto>Arita],[Level 5],Rickun,Mysterious Rock,Crow Coins,32,J,,V,70
Fruit of Magic Power>Raft Toy>Islanders' Lunchbox [Luivano>Tashu],[Basic Item],Luivano,Fruit of Magic Power,Raft Toy,32,K,20,V,13
Fruit of Magic Power>Raft Toy>Islanders' Lunchbox [Luivano>Tashu],[Level 1],Tashu,Raft Toy,Islanders' Lunchbox,32,K,,V,18
Fruit of Magic Power>Raft Toy>Islanders' Lunchbox [Luivano>Tashu],[Level 2],Ostra,Islanders' Lunchbox,Weasel Leather Coat,32,K,,V,26
Fruit of Magic Power>Raft Toy>Islanders' Lunchbox [Luivano>Tashu],[Level 3],Rosevan,Weasel Leather Coat,Marine Knights' Spear,32,K,,V,58
Fruit of Magic Power>Raft Toy>Islanders' Lunchbox [Luivano>Tashu],[Level 4],Wandering,Marine Knights' Spear,Observatory Report,32,K,,V,9
Fruit of Magic Power>Raft Toy>Islanders' Lunchbox [Luivano>Tashu],[Level 5],Cox Pirates,Octagonal Box,Crow Coins,32,K,,V,71
Rough Mud Crystal>Chewy Raw Gizzard>Cron Castle Gold Coin [Mariveno>Lema],[Basic Item],Mariveno,Rough Mud Crystal,Chewy Raw Gizzard,32,L,100,V,14
Rough Mud Crystal>Chewy Raw Gizzard>Cron Castle Gold Coin [Mariveno>Lema],[Level 1],Lema,Chewy Raw Gizzard,Cron Castle Gold Coin,32,L,,V,2
Rough Mud Crystal>Chewy Raw Gizzard>Cron Castle Gold Coin [Mariveno>Lema],[Level 2],Modric,Cron Castle Gold Coin,Lopters Fishnet,32,L,,V,46
Rough Mud Crystal>Chewy Raw Gizzard>Cron Castle Gold Coin [Mariveno>Lema],[Level 3],Orisha,Lopters Fishnet,Solidified Lava,32,L,,V,62
Rough Mud Crystal>Chewy Raw Gizzard>Cron Castle Gold Coin [Mariveno>Lema],[Level 4],Narvo,Solidified Lava,37 Year Old Herbal Wine,32,L,,V,33
Rough Mud Crystal>Chewy Raw Gizzard>Cron Castle Gold Coin [Mariveno>Lema],[Level 5],Naval,37 Year Old Herbal Wine,Crow Coins,32,L,,V,72
Acacia Sap>Dried Blue Rose>Opulent Marble [Luivano>Esfah],[Basic Item],Luivano,Acacia Sap,Dried Blue Rose,33,A,600,V,12
Acacia Sap>Dried Blue Rose>Opulent Marble [Luivano>Esfah],[Level 1],Esfah,Dried Blue Rose,Opulent Marble,33,A,,V,45
Acacia Sap>Dried Blue Rose>Opulent Marble [Luivano>Esfah],[Level 2],Weita,Opulent Marble,Old Hourglass,33,A,,V,19
Acacia Sap>Dried Blue Rose>Opulent Marble [Luivano>Esfah],[Level 3],Shirna,Old Hourglass,Amethyst Fragment,33,A,,V,49
Acacia Sap>Dried Blue Rose>Opulent Marble [Luivano>Esfah],[Level 4],Baremi,Amethyst Fragment,Octagonal Box,33,A,,V,18
Acacia Sap>Dried Blue Rose>Opulent Marble [Luivano>Esfah],[Level 5],Halmad,Octagonal Box,Crow Coins,33,A,,V,60
Wild Grass>Giant Fish Bone>Filtered Drinking Water [Mariveno>Sokota],[Basic Item],Mariveno,Wild Grass,Giant Fish Bone,33,B,500,V,13
Wild Grass>Giant Fish Bone>Filtered Drinking Water [Mariveno>Sokota],[Level 1],Sokota,Giant Fish Bone,Filtered Drinking Water,33,B,,V,41
Wild Grass>Giant Fish Bone>Filtered Drinking Water [Mariveno>Sokota],[Level 2],Kanvera,Filtered Drinking Water,Torn Pirate Treasure Map,33,B,,V,21
Wild Grass>Giant Fish Bone>Filtered Drinking Water [Mariveno>Sokota],[Level 3],Riyed,Torn Pirate Treasure Map,Marine Knights' Spear,33,B,,V,43
Wild Grass>Giant Fish Bone>Filtered Drinking Water [Mariveno>Sokota],[Level 4],Ajir,Marine Knights' Spear,37 Year Old Herbal Wine,33,B,,V,29
Wild Grass>Giant Fish Bone>Filtered Drinking Water [Mariveno>Sokota],[Level 5],Kashuma,37 Year Old Herbal Wine,Crow Coins,33,B,,V,61
Powder of Earth>Naval Ration>Big Stone Slab [Ephde Rune>Teste],[Basic Item],Ephde Rune,Powder of Earth,Naval Ration,33,C,200,V,14
Powder of Earth>Naval Ration>Big Stone Slab [Ephde Rune>Teste],[Level 1],Teste,Naval Ration,Big Stone Slab,33,C,,V,1
Powder of Earth>Naval Ration>Big Stone Slab [Ephde Rune>Teste],[Level 2],Arakil,Big Stone Slab,Pirates' Supply Box,33,C,,V,22
Powder of Earth>Naval Ration>Big Stone Slab [Ephde Rune>Teste],[Level 3],Teyamal,Pirates' Supply Box,Boatman's Manual,33,C,,V,50
Powder of Earth>Naval Ration>Big Stone Slab [Ephde Rune>Teste],[Level 4],Iliya,Boatman's Manual,Azure Quartz,33,C,,V,4
Powder of Earth>Naval Ration>Big Stone Slab [Ephde Rune>Teste],[Level 5],Derko,Azure Quartz,Crow Coins,33,C,,V,64
Cloud Mushroom>Stained Seagull Figurine>Narvo Sea Cucumber [Paratama>Kuit],[Basic Item],Paratama,Cloud Mushroom,Stained Seagull Figurine,33,D,1100,V,20
Cloud Mushroom>Stained Seagull Figurine>Narvo Sea Cucumber [Paratama>Kuit],[Level 1],Kuit,Stained Seagull Figurine,Narvo Sea Cucumber,33,D,,V,52
Cloud Mushroom>Stained Seagull Figurine>Narvo Sea Cucumber [Paratama>Kuit],[Level 2],Taramura,Narvo Sea Cucumber,Scout Binoculars,33,D,,V,24
Cloud Mushroom>Stained Seagull Figurine>Narvo Sea Cucumber [Paratama>Kuit],[Level 3],Daton,Scout Binoculars,Old Chest with Gold Coins,33,D,,V,36
Cloud Mushroom>Stained Seagull Figurine>Narvo Sea Cucumber [Paratama>Kuit],[Level 4],Pujara,Old Chest with Gold Coins,Portrait of the Ancient,33,D,,V,30
Cloud Mushroom>Stained Seagull Figurine>Narvo Sea Cucumber [Paratama>Kuit],[Level 5],Hakoven,Portrait of the Ancient,Crow Coins,33,D,,V,51
Red Tree Lump>Raft Toy>Balanced Stone Pagoda [Beiruwa>Arita],[Basic Item],Beiruwa,Red Tree Lump,Raft Toy,33,E,100,V,23
Red Tree Lump>Raft Toy>Balanced Stone Pagoda [Beiruwa>Arita],[Level 1],Arita,Raft Toy,Balanced Stone Pagoda,33,E,,V,3
Red Tree Lump>Raft Toy>Balanced Stone Pagoda [Beiruwa>Arita],[Level 2],Ostra,Balanced Stone Pagoda,Stalactite Fragment,33,E,,V,25
Red Tree Lump>Raft Toy>Balanced Stone Pagoda [Beiruwa>Arita],[Level 3],Almai,Stalactite Fragment,Seashell Deco,33,E,,V,53
Red Tree Lump>Raft Toy>Balanced Stone Pagoda [Beiruwa>Arita],[Level 4],Pilava,Seashell Deco,Statue's Tear,33,E,,V,26
Red Tree Lump>Raft Toy>Balanced Stone Pagoda [Beiruwa>Arita],[Level 5],Cargo,Statue's Tear,Crow Coins,33,E,,V,65
Rough Blue Crystal>Unidentified Ancient Mural>Sea Survival Kit [Baeza>Tashu],[Basic Item],Baeza,Rough Blue Crystal,Unidentified Ancient Mural,33,F,100,V,48
Rough Blue Crystal>Unidentified Ancient Mural>Sea Survival Kit [Baeza>Tashu],[Level 1],Tashu,Unidentified Ancient Mural,Sea Survival Kit,33,F,,V,17
Rough Blue Crystal>Unidentified Ancient Mural>Sea Survival Kit [Baeza>Tashu],[Level 2],Modric,Sea Survival Kit,Gooey Monster Blood,33,F,,V,46
